EAN,Color,PurchasePriceExclVAT,RecommendedPriceInclVAT,BrandName,Sell Price,Color,Offer ID
5712195076184,Not Sure,"141,51","379,95",No Product Found,,Not Sure,No Offer ID
5712195076160,Not Sure,"738,43","1899,95",No Product Found,,Not Sure,No Offer ID
5712195079888,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195079840,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195079802,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195079529,Not Sure,"369,20","979,95",No Product Found,,Not Sure,No Offer ID
5712195079482,Not Sure,"369,20","979,95",No Product Found,,Not Sure,No Offer ID
5712195079444,Not Sure,"369,20","979,95",No Product Found,,Not Sure,No Offer ID
5712195079406,Not Sure,"307,66","799,95",No Product Found,,Not Sure,No Offer ID
5712195079369,Not Sure,"307,66","799,95",No Product Found,,Not Sure,No Offer ID
5712195079321,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195079284,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195079246,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195077129,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195076726,Not Sure,"203,05","539,95",No Product Found,,Not Sure,No Offer ID
5712195076702,Not Sure,"203,05","539,95",No Product Found,,Not Sure,No Offer ID
5712195076689,Not Sure,"203,05","539,95",No Product Found,,Not Sure,No Offer ID
5712195076528,Not Sure,"307,66","799,95",No Product Found,,Not Sure,No Offer ID
5712195076504,Not Sure,"307,66","799,95",No Product Found,,Not Sure,No Offer ID
5712195076481,Not Sure,"184,58","499,95",No Product Found,,Not Sure,No Offer ID
5712195076467,Not Sure,"184,58","499,95",No Product Found,,Not Sure,No Offer ID
5712195076443,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195076429,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195076405,Not Sure,"307,66","799,95",No Product Found,,Not Sure,No Offer ID
5712195076146,Not Sure,"615,35","1599,95",No Product Found,,Not Sure,No Offer ID
5712195076085,Blue,"153,82","399,95",Kitchentime,260,Blue,e2086e5d4da98f7edfca4c64270ee61a
5712195076085,Blue,"153,82","399,95",Nordic Nest,265,Blue,6b96b9e5a11417d51162705cf14a4497
5712195076009,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195075989,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195075965,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195075941,Clay,"553,82","1499,95",Coolshop,1299,Clay,a68f83ff597b3711a0ae9960ae73fdb6
5712195075927,Not Sure,"553,82","1399,95",No Product Found,,Not Sure,No Offer ID
5712195079048,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195074302,Dark Terracotta,"276,89","699,95",Nordic Nest,486,Dark Terracotta,1e01dbcc896da10039a1afd06d99334f
5712195074302,Dark Terracotta,"276,89","699,95",Kitchentime,486,Dark Terracotta,c903b8c6deb2a91d7e567559006cafa1
5712195074289,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195074265,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195074241,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195074227,Not Sure,"227,66","599,95",No Product Found,,Not Sure,No Offer ID
5712195074128,Not Sure,"79,97","219,95",No Product Found,,Not Sure,No Offer ID
5712195074104,Not Sure,"79,97","219,95",No Product Found,,Not Sure,No Offer ID
5712195074081,Not Sure,"307,66","799,95",No Product Found,,Not Sure,No Offer ID
5712195074043,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195073985,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195072803,Not Sure,"338,43","899,95",No Product Found,,Not Sure,No Offer ID
5712195076382,Clay,"307,66","799,95",Bagaren och Kocken,509,Clay,0f13b804ebab08e0472388bdac4d488a
5712195076382,Clay,"307,66","799,95",Nordic Nest,509,Clay,07d3660b353dabf3320ba98093aab40c
5712195076382,Clay,"307,66","799,95",Kitchentime,509,Clay,04b33c7a944574ac3c0c17c5965e8dc3
5712195076382,Clay,"307,66","799,95",Coolshop,561,Clay,231c02877bdb4017086e290d9649919b
5712195075804,Not Sure,"110,74","299,95",No Product Found,,Not Sure,No Offer ID
5712195075781,Not Sure,"110,74","299,95",No Product Found,,Not Sure,No Offer ID
5712195075767,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195075743,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195075729,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195075361,Not Sure,"4013,34","9299,95",No Product Found,,Not Sure,No Offer ID
5712195075347,Not Sure,"2474,88","5699,95",No Product Found,,Not Sure,No Offer ID
5712195075248,Not Sure,"184,58","499,95",No Product Found,,Not Sure,No Offer ID
5712195072506,Black,"553,82","1499,95",Kitchentime,831,Black,4bc3f0cf1b29ff9c56bb9f2daff8e1c5
5712195072506,Black,"553,82","1499,95",Lightshop,831,Black,04ebc1d5e1798963d0a699bbfb241843
5712195072506,Black,"553,82","1499,95",Lampemesteren,1015,Black,865272ac04d2a5a020747c938944952c
5712195072506,Black,"553,82","1499,95",Designlite,1015,Black,1dc97598f024df8d83638291ebf4621c
5712195072506,Black,"553,82","1499,95",Nordic Nest,1499,Black,98cbbf1cb2db56ed8af2386ebd9f46bc
5712195072445,Olive,"553,82","1499,95",Bagaren och Kocken,864,Olive,4aa45218cc246bbd8eb91f749c1b1c02
5712195072445,Olive,"553,82","1499,95",Kitchentime,864,Olive,0ba3609a0000f7f27113d46849691498
5712195072445,Olive,"553,82","1499,95",Lightshop,864,Olive,2aab5aa072840b3ecf95bbc869821b2a
5712195072445,Olive,"553,82","1499,95",Lampemesteren,1015,Olive,a18e2dc31e535c3d83ce41fce7cd7837
5712195072445,Olive,"553,82","1499,95",Designlite,1015,Olive,6b91add4616b8be669cf58669c2a4ce6
5712195072445,Olive,"553,82","1499,95",Nordic Nest,1499,Olive,d3ab729b392a9a6bd2da83e97ee3480e
5712195072421,Clay,"553,82","1499,95",Bagaren och Kocken,869,Clay,40dce0fe6e7d68f1bd6d4348fe195427
5712195072421,Clay,"553,82","1499,95",Lightshop,869,Clay,8c37ab52785a5c719cea746b8f083049
5712195072421,Clay,"553,82","1499,95",Lampemesteren,1015,Clay,b7fab6299da7ede6883d0dca1894111c
5712195072421,Clay,"553,82","1499,95",Designlite,1015,Clay,e067048821f465c2bd823c63fb552bab
5712195072421,Clay,"553,82","1499,95",Nordic Nest,1499,Clay,faaa5ccbb3d60fbaba249e7786c5c0da
5712195072421,Clay,"553,82","1499,95",Kitchentime,1499,Clay,e7b6cdbbf546833b21818fa407d575a6
5712195072384,Not Sure,"553,82","1499,95",No Product Found,,Not Sure,No Offer ID
5712195072322,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195072308,Not Sure,"984,58","2599,95",No Product Found,,Not Sure,No Offer ID
5712195070984,Not Sure,"615,35","1599,95",No Product Found,,Not Sure,No Offer ID
5712195070960,Not Sure,"1872,88","4299,95",No Product Found,,Not Sure,No Offer ID
5712195070908,Not Sure,"799,97","1999,95",No Product Found,,Not Sure,No Offer ID
5712195070786,Not Sure,"1805,99","4299,95",No Product Found,,Not Sure,No Offer ID
5712195070748,Not Sure,"307,66","799,95",No Product Found,,Not Sure,No Offer ID
5712195070724,Not Sure,"307,66","799,95",No Product Found,,Not Sure,No Offer ID
5712195075224,Not Sure,"166,12","439,95",No Product Found,,Not Sure,No Offer ID
5712195074760,Not Sure,"430,74","1199,95",No Product Found,,Not Sure,No Offer ID
5712195074562,Not Sure,"264,58","699,95",No Product Found,,Not Sure,No Offer ID
5712195074548,Not Sure,"264,58","699,95",No Product Found,,Not Sure,No Offer ID
5712195074524,Not Sure,"203,05","539,95",No Product Found,,Not Sure,No Offer ID
5712195074500,Not Sure,"203,05","539,95",No Product Found,,Not Sure,No Offer ID
5712195074401,Not Sure,"104,58","279,95",No Product Found,,Not Sure,No Offer ID
5712195074364,Not Sure,"104,58","279,95",No Product Found,,Not Sure,No Offer ID
5712195074340,Not Sure,"104,58","279,95",No Product Found,,Not Sure,No Offer ID
5712195074326,Not Sure,"276,89","699,95",No Product Found,,Not Sure,No Offer ID
5712195079680,Not Sure,"307,66","799,95",No Product Found,,Not Sure,No Offer ID
,Not Sure,"76,43","219,95",No Product Found,,Not Sure,No Offer ID
,Not Sure,"76,43","219,95",No Product Found,,Not Sure,No Offer ID
5712195077280,Not Sure,"734,71","2249,95",No Product Found,,Not Sure,No Offer ID
5712195077266,Not Sure,"734,71","2249,95",No Product Found,,Not Sure,No Offer ID
5712195077228,Not Sure,"734,71","2249,95",No Product Found,,Not Sure,No Offer ID
5712195077204,Not Sure,"981,25","2459,95",No Product Found,,Not Sure,No Offer ID
5712195077181,Not Sure,"734,71","2249,95",No Product Found,,Not Sure,No Offer ID
5712195077167,Not Sure,"734,71","2249,95",No Product Found,,Not Sure,No Offer ID
5712195077709,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077686,Not Sure,"99,00","299,00",No Product Found,,Not Sure,No Offer ID
5712195077648,Not Sure,"227,66","599,95",No Product Found,,Not Sure,No Offer ID
5712195077624,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077600,Not Sure,"177,50","499,95",No Product Found,,Not Sure,No Offer ID
5712195077587,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077563,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077549,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077525,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077501,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077488,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077464,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077440,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077426,Not Sure,"99,88","309,95",No Product Found,,Not Sure,No Offer ID
5712195077402,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195077389,Not Sure,"137,58","429,95",No Product Found,,Not Sure,No Offer ID
5712195077365,Not Sure,"137,58","429,95",No Product Found,,Not Sure,No Offer ID
5712195077341,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195077846,Not Sure,"292,27","599,95",No Product Found,,Not Sure,No Offer ID
5712195077822,Not Sure,"99,96","199,95",No Product Found,,Not Sure,No Offer ID
5712195077808,Not Sure,"76,88","149,95",No Product Found,,Not Sure,No Offer ID
5712195077785,Not Sure,"61,50","119,95",No Product Found,,Not Sure,No Offer ID
5712195077761,Not Sure,"92,27","179,95",No Product Found,,Not Sure,No Offer ID
5712195077747,Not Sure,"92,27","179,95",No Product Found,,Not Sure,No Offer ID
5712195077723,Not Sure,"92,27","179,95",No Product Found,,Not Sure,No Offer ID
5712195071929,Light Rubber,"307,66","799,95",Nordic Nest,509,Light Rubber,c3fb447cc3d76f78233764a3c37659e9
5712195071929,Light Rubber,"307,66","799,95",Kitchentime,509,Light Rubber,2c7c60dd64f1ec0e5d3d1c042f513fad
5712195071929,Light Rubber,"307,66","799,95",Lightshop,509,Light Rubber,4dffb0843eb1c99e08cdf489c9eb30b4
5712195071929,Light Rubber,"307,66","799,95",Lampemesteren,565,Light Rubber,231f02896e74aa840e6c329c731135b1
5712195071882,Light Rubber,"215,35","549,95",Lampemesteren,395,Light Rubber,12d1375ab8649c595ae158b8b7886cfa
5712195071882,Light Rubber,"215,35","549,95",Designlite,395,Light Rubber,27a78d48389f6c6f33de52b8f19307c0
5712195073947,Light Rubber,"153,82","399,95",Nordic Nest,254,Light Rubber,6d9c2be662d4be90eba1748fffd53e94
5712195073541,Not Sure,"184,58","499,95",No Product Found,,Not Sure,No Offer ID
5712195073527,Not Sure,"215,35","549,95",No Product Found,,Not Sure,No Offer ID
5712195073503,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195073404,Light Brown,"116,89","319,95",Nordic Nest,319,Light Brown,827f176d92ac50f7666808797e91b6b9
5712195073381,Offwhite,"116,89","319,95",Nordic Nest,311,Offwhite,824ba4d37f66e8c2a263c5ddf4661bba
5712195073367,Caramel,"116,89","319,95",Nordic Nest,319,Caramel,19aa34171aa8f9f028bccc9cbdc3058a
5712195073343,Beige,"116,89","319,95",Nordic Nest,207,Beige,a2142e40f20f751946bedec69c4cf5cb
5712195073329,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195073305,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195073282,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195072841,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195072704,Camel,"153,82","399,95",Nordic Nest,319,Camel,44a59ba6e80a18109bb5dc8ce7679fa9
5712195072681,Ice Blue,"125,36","379,95",Nordic Nest,233,Ice Blue,f4e62030c83f839e0d0ea1abadf3b955
5712195072681,Ice Blue,"125,36","379,95",Kids-World,269.47,Ice Blue,37296f4eece337ba98e88d272e5a1328
5712195072667,Pale Mint,"153,82","399,95",Nordic Nest,375,Pale Mint,6ef182f40d4cf0c1d620229558a9637b
5712195072247,Offwhite,"86,12","229,95",Nordic Nest,146,Offwhite,ed64ce324aecd262953fb17f0fea8216
5712195072247,Offwhite,"86,12","229,95",Kitchentime,146,Offwhite,9e2b290ab4979852b6eac028d5ba4ee4
5712195072223,Not Sure,"86,12","229,95",No Product Found,,Not Sure,No Offer ID
5712195071509,Not Sure,"468,19","1099,95",No Product Found,,Not Sure,No Offer ID
5712195071486,Not Sure,"468,19","1099,95",No Product Found,,Not Sure,No Offer ID
5712195071448,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195071424,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195071387,Pale Blue,"307,66","799,95",Nordic Nest,509,Pale Blue,ac5a23b02e0e0c86856646546d0b32d3
5712195071387,Pale Blue,"307,66","799,95",Kitchentime,509,Pale Blue,de74694dcc901e5972eb336a2a4dfcae
5712195071387,Pale Blue,"307,66","799,95",Lightshop,509,Pale Blue,cc19063e37ad35e38b9178d3ba298968
5712195071387,Pale Blue,"307,66","799,95",Kids-World,757.95,Pale Blue,593f9a25730b52da1025f62eb7fe819f
5712195071363,Cherry Red,"307,66","799,95",Kids-World,492.67,Cherry Red,e585152530b2ea4513600e9c5fd6dfb2
5712195071363,Cherry Red,"307,66","799,95",Nordic Nest,509,Cherry Red,8427e9ccd59eee32895d55961e67f452
5712195071363,Cherry Red,"307,66","799,95",Kitchentime,509,Cherry Red,a9b94d7554c3cf6e354a1a12939f008f
5712195071363,Cherry Red,"307,66","799,95",Lightshop,509,Cherry Red,f9ab59d415c0f4f1129c78a40eff9882
5712195071349,Offwhite,"307,66","799,95",Nordic Nest,509,Offwhite,7bd594d2351759abc59016e50d8f0cc6
5712195071349,Offwhite,"307,66","799,95",Kitchentime,509,Offwhite,8711228f406de767b81d2657e770cfd3
5712195071349,Offwhite,"307,66","799,95",Lightshop,509,Offwhite,2009446dc563615fb7ccfa20a11b4f41
5712195071349,Offwhite,"307,66","799,95",Lampemesteren,565,Offwhite,777f8ca5d24b1483b5caf4772a69c9ba
5712195071349,Offwhite,"307,66","799,95",Designlite,565,Offwhite,492931ba0b9ed4c65a8dca7cc1857a31
5712195071349,Offwhite,"307,66","799,95",Kids-World,757.95,Offwhite,adc6ba752ed402a0c462bb138b8b31e6
5712195071288,Pale Mint,"215,35","549,95",Lightshop,350,Pale Mint,44888e397f56154c90c4af316550370f
5712195071288,Pale Mint,"215,35","549,95",Nordic Nest,350,Pale Mint,4b5210f2540ecfc8b089d54f102b5140
5712195071288,Pale Mint,"215,35","549,95",Kitchentime,350,Pale Mint,5cbac23529fd3acfbdd7d8d514f62b66
5712195071288,Pale Mint,"215,35","549,95",Jollyroom,350,Pale Mint,088fa484e8a77caca50aabba6d4dc1f6
5712195071288,Pale Mint,"215,35","549,95",Lampemesteren,395,Pale Mint,38fd55fccdd35a6f225c30e7488e69a0
5712195071288,Pale Mint,"215,35","549,95",Kids-World,522.95,Pale Mint,c2ea6014192bfd7b378d024dc57bf742
5712195071264,Cherry Red,"215,35","549,95",Lightshop,350,Cherry Red,a1413feaf971255386b7fbe9e11df423
5712195071264,Cherry Red,"215,35","549,95",Nordic Nest,350,Cherry Red,9098d5a0fdb744f6b03f1f901c848f2f
5712195071264,Cherry Red,"215,35","549,95",Kitchentime,350,Cherry Red,c0f7d8af9bd00151b91a6fa5ad0b304b
5712195071264,Cherry Red,"215,35","549,95",Lampemesteren,395,Cherry Red,cbc59c42ae797e6efb1e31fc4fe4b2eb
5712195071264,Cherry Red,"215,35","549,95",Designlite,395,Cherry Red,1ce5b780d60cfd363b8f3f3086ccc613
5712195071264,Cherry Red,"215,35","549,95",Kids-World,529.95,Cherry Red,66f93ec22c710dbd007344c85ffd680f
5712195071226,Offwhite,"215,35","549,95",Lightshop,350,Offwhite,960b95c304265e9971c93cb20d1f84bf
5712195071226,Offwhite,"215,35","549,95",Nordic Nest,350,Offwhite,3289181a0ff160ce4c99721f96379477
5712195071226,Offwhite,"215,35","549,95",Kitchentime,350,Offwhite,f84361431c58fdf1e15af52d2c4a37c0
5712195071226,Offwhite,"215,35","549,95",Kids-World,522.95,Offwhite,373f8aab99c0803298df138dd778326b
5712195071165,Not Sure,"369,20","979,95",No Product Found,,Not Sure,No Offer ID
5712195071141,Multi,"246,12","649,95",Nordic Nest,413,Multi,89f4a7451e83375ace4552b770d369be
5712195071141,Multi,"246,12","649,95",Kitchentime,413,Multi,1050dba0a42fd685caf57585accf44ca
5712195071127,Multi,"123,05","329,95",Kids-World,302.95,Multi,2aa747a1bda39d3e759f1bc4e0783fb7
5712195070687,Beige,"153,82","399,95",Kids-World,384.95,Beige,bc6a73eb168f5180a7de8937b44c73fa
5712195070687,Beige,"153,82","399,95",Coolshop,399,Beige,01fdea995e9158b02c328f9edddf4322
5712195070663,Vanilla,"153,82","399,95",Kids-World,384.95,Vanilla,2fd09544ff7b0bb89e66dec41352a20e
5712195070328,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195070304,Multi,"55,35","149,95",Nordic Nest,95,Multi,e1a2fa4135b591c43705b6afc9d30fe8
5712195070281,Multi,"36,89","99,95",Nordic Nest,62,Multi,aa56e66c26d463c0f41771ee3ebef637
5712195068349,Not Sure,"553,82","1499,95",No Product Found,,Not Sure,No Offer ID
5712195075903,Not Sure,"369,20","979,95",No Product Found,,Not Sure,No Offer ID
5712195075880,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195075866,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195075842,Not Sure,"43,05","119,95",No Product Found,,Not Sure,No Offer ID
5712195075828,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195074869,Not Sure,"172,28","459,95",No Product Found,,Not Sure,No Offer ID
5712195073886,Not Sure,"369,20","979,95",No Product Found,,Not Sure,No Offer ID
5712195073862,Not Sure,"369,20","979,95",No Product Found,,Not Sure,No Offer ID
5712195073848,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195073824,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195073800,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195073787,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195073763,Browned Brass,"43,05","119,95",Coolshop,109,Browned Brass,1d0af0f24af23762d6c1c7b3fea7af8d
5712195073749,Not Sure,"43,05","119,95",No Product Found,,Not Sure,No Offer ID
5712195073725,Not Sure,"215,35","559,95",No Product Found,,Not Sure,No Offer ID
5712195073701,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195073688,Brass,"123,05","329,95",Coolshop,299,Brass,a66305a358b5e95f672bbb38048953c0
5712195073626,Not Sure,"184,58","479,95",No Product Found,,Not Sure,No Offer ID
5712195073602,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195073121,Not Sure,"117,20","359,95",No Product Found,,Not Sure,No Offer ID
5712195073107,Rose,"117,20","359,95",Nordic Nest,310,Rose,d359f07f4abbdd65297ef7c6edf3b007
5712195073107,Rose,"117,20","359,95",Kitchentime,310,Rose,d9a5dd833f55feb51be86edec683380f
5712195073107,Rose,"117,20","359,95",Coolshop,369,Rose,ebe1a2f06281cf28902c077b40023ca6
5712195071608,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195071585,Stone,"123,05","329,95",Nordic Nest,178,Stone,2eb818b3037b9a0facf6929d0f014ce4
5712195071585,Stone,"123,05","329,95",Kitchentime,208,Stone,a293a718ebb2038a7ca555a761fce3c5
5712195071561,Not Sure,"153,82","399,95",No Product Found,,Not Sure,No Offer ID
5712195071547,Clay Melange,"203,05","539,95",Nordic Nest,449,Clay Melange,6364d239045fe81544d35ffc2f030e64
5712195071547,Clay Melange,"203,05","539,95",Kitchentime,449,Clay Melange,57a82f108e515af072cd6c3260da11e2
5712195071103,Not Sure,"184,58","499,95",No Product Found,,Not Sure,No Offer ID
5712195071080,Not Sure,"141,51","379,95",No Product Found,,Not Sure,No Offer ID
5712195071066,Not Sure,"141,51","379,95",No Product Found,,Not Sure,No Offer ID
5712195071042,White,"141,51","379,95",Coolshop,119,White,8d0f07aed6f4582ff505f1e44c7dcc2c
5712195071028,Not Sure,"141,51","379,95",No Product Found,,Not Sure,No Offer ID
5712195071004,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195070885,Not Sure,"936,42","1999,95",No Product Found,,Not Sure,No Offer ID
5712195071660,Not Sure,"104,58","279,95",No Product Found,,Not Sure,No Offer ID
5712195071646,Black,"104,58","279,95",Nordic Nest,219,Black,0ba0d35977a2d38ec9dc6051a40014c5
5712195071646,Black,"104,58","279,95",Kitchentime,219,Black,288d238d38a161d94b820228adc21d72
5712195071622,Not Sure,"123,05","329,95",No Product Found,,Not Sure,No Offer ID
5712195070861,Not Sure,"1137,09","2599,95",No Product Found,,Not Sure,No Offer ID
5712195070847,Not Sure,"2809,33","6499,95",No Product Found,,Not Sure,No Offer ID
5712195070809,Not Sure,"2140,43","4999,95",No Product Found,,Not Sure,No Offer ID
5712195070465,Beige,"184,58","499,95",Nordic Nest,449,Beige,8b0a0d7c4cb6d07dba407dd7f8315a05
5712195070465,Beige,"184,58","499,95",Kitchentime,449,Beige,052033aef700828c95f03b28e277716c
5712195070441,Beige,"172,28","459,95",Nordic Nest,399,Beige,505776c0fe4183c356b79b603f8cd781
5712195070441,Beige,"172,28","459,95",Kitchentime,399,Beige,a7d33cafadd0a92e3425b4ddf221d44b
5712195070366,Not Sure,"276,89","699,95",No Product Found,,Not Sure,No Offer ID
5712195070267,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195070243,Not Sure,"55,35","149,95",No Product Found,,Not Sure,No Offer ID
5712195070229,Not Sure,"36,89","99,95",No Product Found,,Not Sure,No Offer ID
5712195070205,Not Sure,"92,28","249,95",No Product Found,,Not Sure,No Offer ID
5712195070182,Not Sure,"55,35","149,95",No Product Found,,Not Sure,No Offer ID
5712195070168,Not Sure,"36,89","99,95",No Product Found,,Not Sure,No Offer ID
5712195067649,Not Sure,"492,28","1299,95",No Product Found,,Not Sure,No Offer ID
5712195067625,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195066451,Khaki,"203,05","539,95",Nordic Nest,287,Khaki,ab275fd49a0b45563088fa1e68690820
5712195066451,Khaki,"203,05","539,95",Kitchentime,287,Khaki,546268d756cd15623d29f2b3772f1f1a
5712195066437,Offwhite,"203,05","539,95",Nordic Nest,354,Offwhite,e56e0e1e17dd5a4f65f0ae4414f962dc
5712195066437,Offwhite,"203,05","539,95",Kitchentime,354,Offwhite,50daf09130f49e857efc99760fdce549
5712195066413,Offwhite,"215,35","549,95",Nordic Nest,309,Offwhite,3ca6bb876ac6c61fabab218a80f14b73
5712195066413,Offwhite,"215,35","549,95",Kitchentime,309,Offwhite,a61afa05e6e6568f1efaa3f545051ed1
5712195066390,Clay,"215,35","549,95",Nordic Nest,307,Clay,30897ef2d6a535370435d3a9796eefda
5712195066390,Clay,"215,35","549,95",Kitchentime,307,Clay,ac0fe0560fb1d24301c1a485324edd64
5712195066376,Anthracite,"215,35","549,95",Nordic Nest,328,Anthracite,1f94bdc825743c7305fffb8526a47aab
5712195066376,Anthracite,"215,35","549,95",Kitchentime,328,Anthracite,6ef81ecff15546a712aec6988ea32aa0
5712195064136,Not Sure,"255,00","639,95",No Product Found,,Not Sure,No Offer ID
5712195064211,Not Sure,"255,00","639,95",No Product Found,,Not Sure,No Offer ID
5712195071202,Not Sure,"21,51","59,95",No Product Found,,Not Sure,No Offer ID
5712195067342,Not Sure,"76,43","229,95",No Product Found,,Not Sure,No Offer ID
5712195067588,Not Sure,"104,58","279,95",No Product Found,,Not Sure,No Offer ID
5712195067564,Not Sure,"104,58","279,95",No Product Found,,Not Sure,No Offer ID
5712195067540,Not Sure,"98,43","259,95",No Product Found,,Not Sure,No Offer ID
5712195067526,Not Sure,"98,43","259,95",No Product Found,,Not Sure,No Offer ID
5712195067502,Pale Blue,"98,43","259,95",Nordic Nest,164,Pale Blue,94e01a2e7aca9b0dd4f1972f2c9244a4
5712195067502,Pale Blue,"98,43","259,95",Kitchentime,164,Pale Blue,1f83672b6fdf4d53648472d483a981af
5712195067502,Pale Blue,"98,43","259,95",Coolshop,239,Pale Blue,9500728e8b101f7e4a392d35e4d3db90
5712195067489,Not Sure,"98,43","259,95",No Product Found,,Not Sure,No Offer ID
5712195067465,Clay,"98,43","259,95",Nordic Nest,164,Clay,4a6ce45ffd2f95c7c3b2bea57281e4f3
5712195067465,Clay,"98,43","259,95",Kitchentime,164,Clay,0ede5e40c3a06312c13d6053a0c575ad
5712195067441,Clay,"359,98","899,95",Lampemesteren,685,Clay,f82bcfd0427af4fb903e2a0edf5e5a94
5712195068462,Not Sure,"55,35","145,95",No Product Found,,Not Sure,No Offer ID
5712195068448,Not Sure,"55,35","145,95",No Product Found,,Not Sure,No Offer ID
5712195068424,Not Sure,"55,35","145,95",No Product Found,,Not Sure,No Offer ID
5712195068400,Not Sure,"55,35","145,95",No Product Found,,Not Sure,No Offer ID
5712195067847,Not Sure,"221,95","679,95",No Product Found,,Not Sure,No Offer ID
5712195061807,Not Sure,"125,36","379,95",No Product Found,,Not Sure,No Offer ID
5712195061784,Not Sure,"125,36","379,95",No Product Found,,Not Sure,No Offer ID
5712195062910,Not Sure,"149,00","409,95",No Product Found,,Not Sure,No Offer ID
5712195062897,Clay,"149,00","409,95",Kids-World,538.95,Clay,3d5b5338c88f1e02a1d0896d864c4439
5712195070021,Nature,"869,53","1999,95",Bagaren och Kocken,1709,Nature,0c1da58b2226b4df7bf4015c00746841
5712195069902,Not Sure,"76,95","229,95",No Product Found,,Not Sure,No Offer ID
5712195069858,Not Sure,"246,12","649,95",No Product Found,,Not Sure,No Offer ID
5712195069681,Not Sure,"85,95","229,95",No Product Found,,Not Sure,No Offer ID
5712195069643,Not Sure,"85,95","229,95",No Product Found,,Not Sure,No Offer ID
5712195069582,Not Sure,"73,95","219,95",No Product Found,,Not Sure,No Offer ID
