EAN,Product Name,Product ID,BrandName,Sell Price,Offer ID,Offer Store,Offer Price,Featured,Offer Link
5712195086398,Unknown,,Unknown,Unknown,,,,,
5712195086336,Unknown,,Unknown,Unknown,,,,,
