Transformed_Properties
"Produktinformation_Color Name_Offwhite / Green, Produktinformation_Composition in %_100% Paraffin, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_25, Produktinformation_Length in cm  (PRODUCT)_5, Produktinformation_Width/Dia in cm  (PRODUCT)_5, Produktinformation_Weight in gram without packing  (PRODUCT)_450, Produktinformation_Country of Origin_Denmark"
"Produktinformation_Color Name_Offwhite / Blue, Produktinformation_Composition in %_100% Paraffin, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_25, Produktinformation_Length in cm  (PRODUCT)_5, Produktinformation_Width/Dia in cm  (PRODUCT)_5, Produktinformation_Weight in gram without packing  (PRODUCT)_450, Produktinformation_Country of Origin_Denmark"
"Produktinformation_Color Name_Offwhite / Red, Produktinformation_Composition in %_100% Paraffin, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_25, Produktinformation_Length in cm  (PRODUCT)_5, Produktinformation_Width/Dia in cm  (PRODUCT)_5, Produktinformation_Weight in gram without packing  (PRODUCT)_450, Produktinformation_Country of Origin_Denmark"
"Produktinformation_Color Name_Black / White, Produktinformation_Composition in %_100% Organic Cotton, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_19,5, Produktinformation_Length in cm  (PRODUCT)_24, Produktinformation_Width/Dia in cm  (PRODUCT)_24, Produktinformation_Weight in gram without packing  (PRODUCT)_200, Produktinformation_Country of Origin_India"
"Produktinformation_Color Name_Multi, Produktinformation_Composition in %_100% Organic Cotton, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_2, Produktinformation_Length in cm  (PRODUCT)_43, Produktinformation_Width/Dia in cm  (PRODUCT)_13, Produktinformation_Weight in gram without packing  (PRODUCT)_32, Produktinformation_Country of Origin_India, Produktinformation_Oeko-tex (Y/N)_Y, Produktinformation_GOTS (Y/N)_Y, Produktinformation_Age Recommendation_3+, Produktinformation_Fragile (Y/N)_N"
"Produktinformation_Color Name_Multi, Produktinformation_Composition in %_100% Organic Cotton, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_1, Produktinformation_Length in cm  (PRODUCT)_31, Produktinformation_Width/Dia in cm  (PRODUCT)_20, Produktinformation_Weight in gram without packing  (PRODUCT)_56, Produktinformation_Country of Origin_India, Produktinformation_Oeko-tex (Y/N)_Y, Produktinformation_GOTS (Y/N)_Y, Produktinformation_Age Recommendation_3+, Produktinformation_Fragile (Y/N)_N"
"Produktinformation_Color Name_Multi, Produktinformation_Composition in %_100% Organic Cotton, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_1,5, Produktinformation_Length in cm  (PRODUCT)_66, Produktinformation_Width/Dia in cm  (PRODUCT)_62, Produktinformation_Weight in gram without packing  (PRODUCT)_120, Produktinformation_Country of Origin_India, Produktinformation_Oeko-tex (Y/N)_Y, Produktinformation_GOTS (Y/N)_Y, Produktinformation_Age Recommendation_3+, Produktinformation_Fragile (Y/N)_N"
"Produktinformation_Color Name_Clear / Green, Produktinformation_Composition in %_100% Borosilicate Glass, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_7, Produktinformation_Length in cm  (PRODUCT)_7, Produktinformation_Width/Dia in cm  (PRODUCT)_7, Produktinformation_Weight in gram without packing  (PRODUCT)_23, Produktinformation_Country of Origin_China, Produktinformation_Multipack (Y/N)_Y, Produktinformation_Fragile (Y/N)_Y, Produktinformation_Outdoor Use (Y/N)_N"
"Produktinformation_Color Name_Clear / Nutmeg, Produktinformation_Composition in %_100% Borosilicate Glass, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_7, Produktinformation_Length in cm  (PRODUCT)_7, Produktinformation_Width/Dia in cm  (PRODUCT)_7, Produktinformation_Weight in gram without packing  (PRODUCT)_23, Produktinformation_Country of Origin_China, Produktinformation_Multipack (Y/N)_Y, Produktinformation_Fragile (Y/N)_Y, Produktinformation_Outdoor Use (Y/N)_N"
"Produktinformation_Color Name_Multi, Produktinformation_Composition in %_100% Organic Cotton, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_1, Produktinformation_Length in cm  (PRODUCT)_34, Produktinformation_Width/Dia in cm  (PRODUCT)_9, Produktinformation_Weight in gram without packing  (PRODUCT)_27, Produktinformation_Country of Origin_India, Produktinformation_Oeko-tex (Y/N)_Y, Produktinformation_GOTS (Y/N)_Y, Produktinformation_Age Recommendation_3+, Produktinformation_Fragile (Y/N)_N"
"Produktinformation_Color Name_Multi, Produktinformation_Composition in %_100% Oeko-Tex Cotton, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_200, Produktinformation_Length in cm  (PRODUCT)_140, Produktinformation_Width/Dia in cm  (PRODUCT)_140, Produktinformation_Weight in gram without packing  (PRODUCT)_1032, Produktinformation_Country of Origin_Pakistan"
"Produktinformation_Color Name_Multi, Produktinformation_Composition in %_100% Oeko-Tex Cotton, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_0,1, Produktinformation_Length in cm  (PRODUCT)_140, Produktinformation_Width/Dia in cm  (PRODUCT)_100, Produktinformation_Weight in gram without packing  (PRODUCT)_416, Produktinformation_Country of Origin_Pakistan"
"Produktinformation_Color Name_Multi, Produktinformation_Composition in %_100% Oeko-Tex Cotton, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_0,1, Produktinformation_Length in cm  (PRODUCT)_100, Produktinformation_Width/Dia in cm  (PRODUCT)_70, Produktinformation_Weight in gram without packing  (PRODUCT)_583, Produktinformation_Country of Origin_Pakistan"
"Produktinformation_Color Name_Olive, Produktinformation_Composition in %_100% Paraffin, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_34, Produktinformation_Length in cm  (PRODUCT)_2,2, Produktinformation_Width/Dia in cm  (PRODUCT)_2,2, Produktinformation_Weight in gram without packing  (PRODUCT)_162, Produktinformation_Country of Origin_Denmark, Produktinformation_Oeko-tex (Y/N)_Y, Produktinformation_Fragile (Y/N)_Y, Produktinformation_Handmade (Y/N)_Y, Produktinformation_Care instructions_Trim Wick to 1/4 before use"
"Produktinformation_Color Name_Taupe, Produktinformation_Composition in %_100% Paraffin, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_34, Produktinformation_Length in cm  (PRODUCT)_2,2, Produktinformation_Width/Dia in cm  (PRODUCT)_2,2, Produktinformation_Weight in gram without packing  (PRODUCT)_162, Produktinformation_Country of Origin_Denmark, Produktinformation_Oeko-tex (Y/N)_Y, Produktinformation_Fragile (Y/N)_Y, Produktinformation_Handmade (Y/N)_Y, Produktinformation_Care instructions_Trim Wick to 1/4 before use"
"Produktinformation_Color Name_Grey, Produktinformation_Composition in %_100% Paraffin, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_34, Produktinformation_Length in cm  (PRODUCT)_2,2, Produktinformation_Width/Dia in cm  (PRODUCT)_2,2, Produktinformation_Weight in gram without packing  (PRODUCT)_162, Produktinformation_Country of Origin_Denmark, Produktinformation_Oeko-tex (Y/N)_Y, Produktinformation_Fragile (Y/N)_Y, Produktinformation_Handmade (Y/N)_Y, Produktinformation_Care instructions_Trim Wick to 1/4 before use"
"Produktinformation_Color Name_Offwhite, Produktinformation_Composition in %_100% Paraffin, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_34, Produktinformation_Length in cm  (PRODUCT)_2,2, Produktinformation_Width/Dia in cm  (PRODUCT)_2,2, Produktinformation_Weight in gram without packing  (PRODUCT)_162, Produktinformation_Country of Origin_Denmark, Produktinformation_Oeko-tex (Y/N)_Y, Produktinformation_Fragile (Y/N)_Y, Produktinformation_Handmade (Y/N)_Y, Produktinformation_Care instructions_Trim Wick to 1/4 before use"
"Produktinformation_Color Name_Olive, Produktinformation_Composition in %_100% Paraffin, Produktinformation_Brand_OYOY LIVING, Produktinformation_Height in cm (PRODUCT)_28, Produktinformation_Length in cm  (PRODUCT)_2,2, Produktinformation_Width/Dia in cm  (PRODUCT)_2,2, Produktinformation_Weight in gram without packing  (PRODUCT)_112, Produktinformation_Country of Origin_Denmark, Produktinformation_Oeko-tex (Y/N)_Y, Produktinformation_Fragile (Y/N)_Y, Produktinformation_Handmade (Y/N)_Y, Produktinformation_Care instructions_Trim Wick to 1/4 before use"
"Produktinformation_Color Name_Clay, Produktinformation_Composition in %_100% Silicone, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_0,2, Produktinformation_Length in cm  (PRODUCT)_38, Produktinformation_Width/Dia in cm  (PRODUCT)_38, Produktinformation_Weight in gram without packing  (PRODUCT)_282, Produktinformation_Country of Origin_China, Produktinformation_Oeko-tex (Y/N)_N, Produktinformation_GOTS (Y/N)_N, Produktinformation_Made of recycled material (Y/N)_N, Produktinformation_Sustainability in Terms of Material (Y/N)_N, Produktinformation_Fragile (Y/N)_N, Produktinformation_Outdoor Use (Y/N)_Y, Produktinformation_Frostsafe (Y/N)_Y, Produktinformation_Suitable for dishwasher (Y/N)_Y, Produktinformation_Suitable for oven (Y/N)_N, Produktinformation_Suitable for microwave (Y/N)_N, Produktinformation_Suitable for wetrooms (Y/N)_Y"
"Produktinformation_Color Name_Offwhite / Blue, Produktinformation_Composition in %_100% Silicone, Produktinformation_Brand_OYOY MINI, Produktinformation_Height in cm (PRODUCT)_16, Produktinformation_Length in cm  (PRODUCT)_10, Produktinformation_Width/Dia in cm  (PRODUCT)_10, Produktinformation_Weight in gram without packing  (PRODUCT)_192, Produktinformation_Country of Origin_China, Produktinformation_Oeko-tex (Y/N)_N, Produktinformation_GOTS (Y/N)_N, Produktinformation_Made of recycled material (Y/N)_N, Produktinformation_How many ML can the item contain?_400, Produktinformation_Multipack (Y/N)_N, Produktinformation_Age Recommendation_3+, Produktinformation_Fragile (Y/N)_N, Produktinformation_Outdoor Use (Y/N)_N, Produktinformation_Handmade (Y/N)_N, Produktinformation_Care instructions_Wash after use, Produktinformation_Waterproof (Y/N)_Y, Produktinformation_Frostsafe (Y/N)_Y, Produktinformation_Suitable for dishwasher (Y/N)_Y, Produktinformation_Suitable for oven (Y/N)_Y, Produktinformation_Suitable for microwave (Y/N)_Y"
