Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Grams,Variant Inventory Tracker,Variant Inventory Quantity,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
C_130_GUNGDOT_7030-7038,EHEIM MECH FILTERMEDIA KERAMISKA RINGAR,<br><br>,Ingen varumärke,Ingen kategori,Filter,"Ingen varumärke, Ingen kategori, Filter",True,Title,Default Title,C.130.GUNGDOT.7030-7038,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7030.jpg,1,active
C_130_GUNGDOT_7040-7042,EHEIM MECH PRO FILTERMEDIA SPIRALFORM,<br><br>,Ingen varumärke,Ingen kategori,Filter,"Ingen varumärke, Ingen kategori, Filter",True,Title,Default Title,C.130.GUNGDOT.7040-7042,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7040.jpg,1,active
C_130_GUNGDOT_7050-7058,EHEIM BIO MECH FILTERMEDIA,<br><br>,Ingen varumärke,Ingen kategori,Filter,"Ingen varumärke, Ingen kategori, Filter",True,Title,Default Title,C.130.GUNGDOT.7050-7058,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7050.jpg,1,active
C_130_GUNGDOT_7070-7078,EHEIM SUBSTRAT FILTERMASSA,<br><br>,Ingen varumärke,Ingen kategori,Filter,"Ingen varumärke, Ingen kategori, Filter",True,Title,Default Title,C.130.GUNGDOT.7070-7078,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7070.jpg,1,active
C_130_GUNGDOT_7080-7088,EHEIM FIX FILTERMASSA,<br><br>,Ingen varumärke,Ingen kategori,Filter,"Ingen varumärke, Ingen kategori, Filter",True,Title,Default Title,C.130.GUNGDOT.7080-7088,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7080.jpg,1,active
C_130_GUNGDOT_7090-7096,EHEIM SUBSTRAT PRO FILTERMASSA,<br><br>,Ingen varumärke,Ingen kategori,Filter,"Ingen varumärke, Ingen kategori, Filter",True,Title,Default Title,C.130.GUNGDOT.7090-7096,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7090.jpg,1,active
C_130_GUNGDOT_7510-7552,EHEIM SLANG,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7510-7552,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7510.jpg,1,active
C_130_GUNGDOT_7516-7536,EHEIM PLASTRÖR,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7516-7536,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7516.jpg,1,active
C_130_GUNGDOT_7604-7672,EHEIM DUBBELKRAN,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7604-7672,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7604.jpg,1,active
C_130_GUNGDOT_7606-7673,EHEIM AVSTÄNGNINGSKRAN,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7606-7673,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7606.jpg,1,active
C_130_GUNGDOT_7608-7646,EHEIM SNABBKOPPLING,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7608-7646,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7608.jpg,1,active
C_130_GUNGDOT_7610-7674,EHEIM SLANGKLÄMMA,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7610-7674,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7610.jpg,1,active
C_130_GUNGDOT_7614-7650,EHEIM UTBLÅSRÖR,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7614-7650,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7614.jpg,1,active
C_130_GUNGDOT_7616-7676,EHEIM T RÖR,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7616-7676,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7616.jpg,1,active
C_130_GUNGDOT_7618-7678,EHEIM SKARVRÖR TILL SLANG,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7618-7678,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7618.jpg,1,active
C_130_GUNGDOT_7620-7658,EHEIM REDUCERINGSKOPPLING,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7620-7658,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7620.jpg,1,active
C_130_GUNGDOT_7680-7692,EHEIM RÖRVINKEL 90,<br><br>,Ingen varumärke,Ingen kategori,Slang,"Ingen varumärke, Ingen kategori, Slang",True,Title,Default Title,C.130.GUNGDOT.7680-7692,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A130.7684.jpg,1,active
C_145_GUNGDOT_3150-3160,EHEIM SKIM MARINE,<br><br>,Ingen varumärke,Ingen kategori,Filter,"Ingen varumärke, Ingen kategori, Filter",True,Title,Default Title,C.145.GUNGDOT.3150-3160,,100,shopify,10000,deny,manual,-1.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A145.3150.jpg,1,active
135_GUNGDOT_9520,KVARTS 2-3MM SILVER 2KG,<br><br>,EUROSAND,Ingen kategori,"Bottenmaterial, Inredning","EUROSAND, Ingen kategori, Bottenmaterial, Inredning",True,Title,Default Title,135.GUNGDOT.9520,4049572001417,100,shopify,438,deny,manual,58.8,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A135.9520.jpg,1,active
135_GUNGDOT_9548,EUROSAND 7-15MM BLÅ2KG,<br><br>,EUROSAND,Ingen kategori,"Bottenmaterial, Inredning","EUROSAND, Ingen kategori, Bottenmaterial, Inredning",True,Title,Default Title,135.GUNGDOT.9548,4049572017319,100,shopify,0,deny,manual,58.8,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A135.9548.jpg,1,active
135_GUNGDOT_9650,EUROSAND 1-4MM NATURELL 2KG,<br><br>,EUROSAND,Ingen kategori,"Bottenmaterial, Inredning","EUROSAND, Ingen kategori, Bottenmaterial, Inredning",True,Title,Default Title,135.GUNGDOT.9650,4049572002117,100,shopify,0,deny,manual,41.3,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A135.9650.jpg,1,active
135_GUNGDOT_9760,KVARTS 2-3MM NATURELL GRÅ 2KG,<br><br>,EUROSAND,Ingen kategori,"Bottenmaterial, Inredning","EUROSAND, Ingen kategori, Bottenmaterial, Inredning",True,Title,Default Title,135.GUNGDOT.9760,4037166951415,100,shopify,390,deny,manual,41.3,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A135.9760.jpg,1,active
115_GUNGDOT_1120,"PLAST TERRARIE CRICKET PEN SMALL 18.5x11,5x14,6CM","Komplett kit för matning med syrsor<br>Avtagbart, ventilerat lock
Enkel matning med syrsor
Inklusive mat- och vattenskål för syrsorna
Gör matning med syrsor enkelt och städat<br>",EXOTERRA,Ingen kategori,Terrarier,"EXOTERRA, Ingen kategori, Terrarier",True,Title,Default Title,115.GUNGDOT.1120,015561222853,100,shopify,7,deny,manual,121.1,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A115.1120.jpg,1,active
205_GUNGDOT_2630,TERRARIUM EXOTERRA RAINFOREST 45x45x90CMSMALL X-TALL,<br><br>,EXOTERRA,Reptil,Terrarier,"EXOTERRA, Reptil, Terrarier",True,Title,Default Title,205.GUNGDOT.2630,015561226066,100,shopify,2,deny,manual,3101.0,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A205.2630.jpg,1,active
205_GUNGDOT_2636,TERRARIUM EXOTERRA BAMBOO FOREST 30x30x45CM SMALL,<br><br>,EXOTERRA,Reptil,Terrarier,"EXOTERRA, Reptil, Terrarier",True,Title,Default Title,205.GUNGDOT.2636,015561237406,100,shopify,4,deny,manual,2352.0,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A205.2636.jpg,1,active
205_GUNGDOT_2640,TERRARIUM EXOTERRA DART FROG 45x45x45CMSMALL/WIDE,"Exo Terra Frog Terrarium är det perfekta boendet för amfibier designat av Europeiska herpetologer, perfekt för bioaktiva planterade terrarium.<br>Enkeldörren på framsidan ger maximal insikt och ger enkel åtkomst för underhåll och utfodring.
Bottendelen av terrariet är vattentätt när slangar och botten- och avtappningsventiler är anslutna till dräneringsröret.<br>",EXOTERRA,Reptil,Terrarier,"EXOTERRA, Reptil, Terrarier",True,Title,Default Title,205.GUNGDOT.2640,015561227452,100,shopify,2,deny,manual,1925.0,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A205.2640.jpg,1,active
205_GUNGDOT_2642,TERRARIUM EXOTERRA TREE FROG 45x45x60CMSMALL/TALL,"xo Terra Frog Terrarium är det perfekta boendet för amfibier designat av Europeiska herpetologer, perfekt för bioaktiva planterade terrarium.<br>Enkeldörren på framsidan ger maximal insikt och ger enkel åtkomst för underhåll och utfodring.
Bottendelen av terrariet är vattentätt när slangar och botten- och avtappningsventiler är anslutna till dräneringsröret.<br>",EXOTERRA,Reptil,Terrarier,"EXOTERRA, Reptil, Terrarier",True,Title,Default Title,205.GUNGDOT.2642,015561227469,100,shopify,6,deny,manual,2345.0,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A205.2642.jpg,1,active
205_GUNGDOT_2650,TERRARIUM/PALUDARIUM EXOTERRA 30x30x60CM,<br><br>,EXOTERRA,Reptil,Terrarier,"EXOTERRA, Reptil, Terrarier",True,Title,Default Title,205.GUNGDOT.2650,015561225953,100,shopify,64,deny,manual,1136.8,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A205.2650.jpg,1,active
205_GUNGDOT_2715,DRAIN SET TILL EXOTERRA FROG TERRARIUM,<br><br>,EXOTERRA,Reptil,Terrarier,"EXOTERRA, Reptil, Terrarier",True,Title,Default Title,205.GUNGDOT.2715,015561226837,100,shopify,0,deny,manual,222.6,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A205.2715.jpg,1,active
205_GUNGDOT_2900,SCORPION LIGHT 2W EXOTERRA,"Nattlampa till ryggradslösa djur<br>Får fluorescerande föremål att lysa
Idealiskt ultraviolett nattljus
Möjliggör naturliga temperatursänkningar på natten
Lång livslängd, låg energi
Inklusive självhäftande sockel<br>",EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,205.GUNGDOT.2900,015561223652,100,shopify,0,deny,manual,435.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A205.2900.jpg,1,active
205_GUNGDOT_2910,FULL MOON EXOTERRA MÅNLJUS,"Exo Terras Full Moon skapades för att simulera naturligt månljus i ditt terrarium.<br>Efterliknar naturligt månljus
Realistiskt månlikt utseende
Idealisk för skymnings- och nattdjur
Bra för nattliga observationer
Tänds automatiskt när det blir mörkt<br>",EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,205.GUNGDOT.2910,015561223607,100,shopify,0,deny,manual,260.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A205.2910.jpg,1,active
205_GUNGDOT_2950,RAMP TERRASKY 38-60CM 6500K EXOTERRA,"TerraSky Planted Terrarium Light är idealiskt för planterade uppsättningar, paludarium och bioaktiva terrarium<br>För bioaktiva och planterade terrarium
Stimulerar tillväxten av plantor och mossor
Fullt justerbart ljusspektrum
RGB+6500K White högeffektiva LED-lampor
Bred täckning (120 graders ljusspridning)<br>",EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,205.GUNGDOT.2950,015561224130,100,shopify,0,deny,manual,911.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A205.2950.jpg,1,active
220_GUNGDOT_1920,DEEP FOREST TROPICALPLANT LED 4500K 8W,"Exo Terras energieffektiva Deep Forest med E27-sockel är en idealisk ljuskälla för bioaktiva terrarium med växter.<br>4500K efterliknar solljuset i undervegetationen
Energieffektiv Plant Growth LED
Idealisk ljuskälla för bioaktiva planterade terrarium
Ljusnivåer med hög synlighet
Stimulerar tillväxt hos plantor och mossor<br>",EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,220.GUNGDOT.1920,015561224093,100,shopify,10,deny,manual,334.6,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A220.1920.jpg,1,active
220_GUNGDOT_1926,FOREST CANOPY TROPICAL PLANT LED 6500K 8W,"Exo Terras energieffektiva Forest Canopy med E27-sockel är en idealisk ljuskälla för bioaktiva terrarium med växter.<br>6500K efterliknar solljuset i Tropical Forest Canopy
Energieffektiv Plant Growth LED
Idealisk ljuskälla för bioaktiva planterade terrarium
Ljusnivåer med hög synlighet
Stimulerar tillväxt hos plantor och mossor<br>",EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,220.GUNGDOT.1926,015561224116,100,shopify,29,deny,manual,344.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A220.1926.jpg,1,active
220_GUNGDOT_2550,INFRARED BASKING SPOT NANO 25W EXOTERRA,<br><br>,EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,220.GUNGDOT.2550,015561221436,100,shopify,64,deny,manual,73.5,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A220.2550.jpg,1,active
220_GUNGDOT_2750,DAYLIGHT LED SPOT NANO 5W EXOTERRA,<br><br>,EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,220.GUNGDOT.2750,015561223423,100,shopify,55,deny,manual,148.4,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A220.2750.jpg,1,active
220_GUNGDOT_2835,HALOGEN SUNGLO 35W GU-10 EXOTERRA,<br><br>,EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,220.GUNGDOT.2835,015561221801,100,shopify,47,deny,manual,142.1,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A220.2835.jpg,1,active
220_GUNGDOT_7066,LAMPHÅLLARE EXOTERRA 3.8x21.6x 54CM,<br><br>,EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,220.GUNGDOT.7066,015561222235,100,shopify,790,deny,manual,154.0,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A220.7066.jpg,1,active
220_GUNGDOT_7068,FÄSTE TILL LAMPHÅLLARE EXOTERRA,<br><br>,EXOTERRA,Reptil,Belysning,"EXOTERRA, Reptil, Belysning",True,Title,Default Title,220.GUNGDOT.7068,015561222297,100,shopify,4,deny,manual,44.8,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A220.7068.jpg,1,active
222_GUNGDOT_0020,TURTLE GRASS EXOTERRA,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0020,015561229968,100,shopify,27,deny,manual,91.7,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0020.jpg,1,active
222_GUNGDOT_0210,BOLLKAKTUS LITEN ÖKENVÄXT EXOTERRA 7x7x9CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0210,015561229807,100,shopify,117,deny,manual,66.5,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0210.jpg,1,active
222_GUNGDOT_0212,STAVKAKTUS ÖKENVÄXTEXOTERRA 6.3x5x16CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0212,015561229814,100,shopify,141,deny,manual,70.7,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0212.jpg,1,active
222_GUNGDOT_0214,BLADVÄXT ÖKENVÄXT EXOTERRA 23x23x11CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0214,015561229821,100,shopify,133,deny,manual,63.0,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0214.jpg,1,active
222_GUNGDOT_0216,FINGERKAKTUS ÖKENVÄXT EXOTERRA 8x5x19.5CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0216,015561229838,100,shopify,205,deny,manual,67.2,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0216.jpg,1,active
222_GUNGDOT_0218,SUCKULENT ÖKENVÄXT EXOTERRA 10.5x10.5x15CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0218,015561229845,100,shopify,68,deny,manual,70.7,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0218.jpg,1,active
222_GUNGDOT_0220,BOLLKAKTUS STOR ÖKENVÄXT EXOTERRA 15x15x15CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0220,015561229852,100,shopify,165,deny,manual,110.6,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0220.jpg,1,active
222_GUNGDOT_0280,ORMBUNKE LITEN REGNSKOGSVÄXT EXOTERRA 24x24x16CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0280,015561229906,100,shopify,240,deny,manual,98.0,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0280.jpg,1,active
222_GUNGDOT_0282,ORKIDÉ REGNSKOGSVÄXT EXOTERRA 13x8x43CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0282,015561229913,100,shopify,74,deny,manual,121.8,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0282.jpg,1,active
222_GUNGDOT_0284,FLAMINGO REGNSKOGSVÄXT EXOTERRA 20x15x28CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0284,015561229920,100,shopify,29,deny,manual,80.5,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0284.jpg,1,active
222_GUNGDOT_0288,BUXBOM REGNSKOGSVÄXT EXOTERRA 18x18x26CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0288,015561229944,100,shopify,130,deny,manual,100.1,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0288.jpg,1,active
222_GUNGDOT_0290,ORMBUNKE STOR REGNSKOGSVÄXT EXOTERRA 36x36x26CM,<br><br>,EXOTERRA,Reptil,"Bottenmaterial, Inredning","EXOTERRA, Reptil, Bottenmaterial, Inredning",True,Title,Default Title,222.GUNGDOT.0290,015561229951,100,shopify,94,deny,manual,128.1,True,True,https://d27ahaa1qqlr90.cloudfront.net/fit-in/800x800/filters:fill(white):background_color(white):etag(dbc615135ce66d2f4631539c9b2b58a4):format(jpeg)/imazo/_mcpict/A222.0290.jpg,1,active
